"","Player","Pick","Age","ThreePM","ThreeP_Perc","FTM","FTA","FT_Perc","TOV","PF","ORB","DRB","RPG","APG","SPG","BPG","FGMForty","FGAForty","ThreePAForty","FTMForty","FTAForty","TOVForty","PFForty","ORBForty","DRBForty","REBForty","ASTForty","STLForty","BLKForty","PTSForty","TS_Perc","eFG_Perc","Total S _Perc","ORB_Perc","DRB_Perc","TRB_Perc","AST_Perc","TOV_Perc","STL_Perc","BLK_Perc","USG_Perc","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","WS","WS/48","BPM","VORP","AVG_Raptor","AVG_WAR"
"477","Cassius Stanley",54,21,1.1,0.36,2.7,3.6,0.733,1.9,2.2,1.9,3,4.9,1,0.7,0.7,6.4,13.6,4.3,3.9,5.3,2.7,3.2,2.7,4.4,7.1,1.5,1,1.1,18.3,0.569,0.531,156.8,7.5,11.7,9.6,6.7,14.4,1.4,2.4,21.9,-4.1,1.3,112.5,95.3,17.2,226.9,18.9,-0.1,-0.096,-13.1,-0.1,-1.3,0
"478","Cassius Winston",53,22,2.4,0.432,3.8,4.5,0.852,3.2,2,0.2,2.3,2.5,5.9,1.2,0,7.6,16.9,6.9,4.7,5.5,3.9,2.4,0.2,2.8,3.1,7.2,1.5,0,22.8,0.585,0.536,173.2,0.7,7.1,4.2,36.9,16.8,2.1,0.1,29.3,2.2,1.4,114.4,97.6,16.8,342.9,23.7,0.2,0.099,-1.9,0,-10.9,-0.2
"479","Cole Anthony",15,20,2.2,0.348,4.4,5.8,0.75,3.5,2.9,0.5,5.2,5.7,4,1.3,0.3,6.8,18,7.4,5,6.7,4,3.3,0.5,6,6.5,4.5,1.5,0.3,21.2,0.501,0.451,147.7,1.4,16.1,8.6,24.1,15.9,2.1,0.9,29.9,-2.4,1.2,100.9,100.5,0.5,209.5,18.6,-0.2,-0.011,-3.9,-0.4,-4.3,-0.5
"480","Daniel Oturu",33,21,0.6,0.365,4.1,5.8,0.707,2.8,2.7,3.7,7.5,11.3,1.1,0.5,2.5,9,16.1,2,4.9,6.9,3.3,3.2,4.4,8.9,13.3,1.3,0.6,2.9,23.7,0.612,0.585,163.5,12,23.3,17.7,7.9,14.7,1,7.1,28.7,-6.4,1.5,115.1,92.1,23,526.1,30.9,0.1,0.062,-6.3,-0.1,-0.2,0.1
"481","Desmond Bane",30,22,2.9,0.442,1.4,1.8,0.789,2.3,2.2,1.4,4.9,6.3,3.9,1.5,0.5,6.8,15.1,7.2,1.6,2,2.6,2.4,1.6,5.4,7,4.3,1.6,0.6,18.4,0.573,0.557,168.4,4.6,16.3,10.4,25.9,13.8,2.5,1.6,24.3,0.8,1.2,114.5,96.6,17.9,425.4,23.1,2.1,0.092,-1.2,0.2,-0.8,0.6
"482","Devin Vassell",11,20,1.5,0.415,1.6,2.2,0.738,0.8,1.9,1.3,3.8,5.1,1.6,1.4,1,6.7,13.6,4.9,2.2,3,1.1,2.7,1.8,5.3,7.1,2.3,1.9,1.3,17.6,0.585,0.565,164.3,5.3,15.5,10.5,11.2,6.6,2.8,4.1,20.1,1.1,1.3,126.6,92,34.6,326.6,24.3,1.2,0.08,-1.2,0.1,1.2,0.9
"483","Elijah Hughes",39,22,2.4,0.342,4.2,5.2,0.813,2.3,1.8,0.4,4.5,4.9,3.4,1.2,0.8,6.7,15.8,7.8,4.6,5.7,2.5,2,0.5,4.9,5.4,3.7,1.3,0.9,20.7,0.561,0.511,158.2,1.3,13.2,7.4,20.1,11.9,1.8,2.9,26.6,0,1.3,113,101.9,11.2,390.8,22.7,0.1,0.064,2.3,0,-18.1,-0.2
"484","Grant Riller",56,23,1.5,0.362,5.7,6.9,0.827,3.1,2.3,0.5,4.6,5.1,3.9,1.6,0.3,8.7,17.5,5,6.8,8.2,3.7,2.7,0.6,5.5,6.1,4.7,1.9,0.4,26.1,0.609,0.551,168.8,1.8,15.7,8.9,30,14.8,2.8,1.1,33.6,-1.6,1.5,115.6,99.9,15.7,428.8,31.2,0,-0.208,-16.4,0,NA,NA
"485","Immanuel Quickley",25,21,2.1,0.428,4.8,5.2,0.923,1.6,2.3,0.5,3.7,4.2,1.9,0.9,0.1,5.6,13.4,5.9,5.8,6.3,1.9,2.8,0.6,4.5,5.1,2.3,1.1,0.2,19.5,0.595,0.511,176.8,2.1,12,7.5,11.4,10.6,1.6,0.5,23.6,-1.1,1.5,121.2,98.3,22.9,277.8,21,2.5,0.124,0.8,0.7,2.2,1.4
"486","Isaac Okoro",5,19,0.7,0.286,3.2,4.7,0.674,2,2.7,1.9,2.5,4.4,2,0.9,0.9,5.7,11.1,3.2,4,6,2.5,3.5,2.4,3.2,5.6,2.6,1.2,1.1,16.3,0.583,0.551,147,6.4,8.7,7.6,12.8,15.2,1.7,3,19.6,-1.9,1.5,116.5,99.5,17,247,19.2,0.6,0.02,-4.9,-1.1,-5.1,-1.2
"487","Isaiah Joe",49,21,3.6,0.342,3.1,3.5,0.89,1.7,1.8,0.5,3.6,4.1,1.7,1.4,0.3,5.6,15.4,11.7,3.5,3.9,1.9,2,0.6,4,4.6,1.9,1.5,0.3,18.7,0.544,0.497,159.9,1.8,11.1,6.5,9.6,10,2.1,0.8,24.2,-1.5,1.2,106.3,95.8,10.5,237.6,17.9,0.4,0.068,-4.1,-0.1,2.6,0.7
"488","Isaiah Stewart II",16,19,0.2,0.25,4.8,6.2,0.774,2.2,2.6,2.8,6,8.8,0.8,0.5,2.1,7.4,13,0.8,6,7.7,2.7,3.3,3.4,7.5,10.9,1,0.7,2.6,21,0.629,0.577,159.4,10.6,19.4,15.4,6.3,14.1,0.9,6.9,24.5,-5.1,1.6,119.7,92.7,27.1,445.4,27.2,2.6,0.122,-1.6,0.1,3.4,1.8
"489","Jaden McDaniels",28,20,1.4,0.339,2.8,3.7,0.763,3.2,3.3,1.1,4.7,5.8,2.1,0.8,1.4,5.7,14,5.3,3.6,4.7,4.2,4.3,1.4,6.1,7.5,2.7,1,1.8,16.7,0.515,0.469,150.7,4.4,15.7,10.6,14.7,20.4,1.4,4.9,25.5,-5.8,1.2,93.9,94.3,-0.4,231.2,15.1,0.9,0.04,-3.7,-0.5,-3,-0.1
"490","Jahmi'us Ramsey",43,19,2.2,0.426,1.9,2.9,0.641,2,2.2,0.7,3.3,4,2.2,1.3,0.7,7.1,16,6.7,2.4,3.7,2.6,2.8,1,4.2,5.1,2.9,1.7,0.9,19.4,0.546,0.531,150.8,3,12.4,7.9,15.8,12.7,2.5,2.5,26.3,-1.7,1.2,105,92.1,12.9,242,19.7,0,0.064,-1.2,0,-4.9,0
"491","Jalen Harris",59,22,2.2,0.362,4.5,5.5,0.823,2.4,2.3,0.7,5.7,6.4,3.9,1.1,0.1,9,20.2,7.5,5.4,6.6,2.9,2.8,0.9,6.9,7.7,4.8,1.4,0.2,26.2,0.561,0.513,163.1,2.6,17.5,10.5,26.3,11.1,1.9,0.5,32.5,0.7,1.3,113.5,99.6,13.9,410.5,27,0,0,-4,0,-10.2,0
"492","Jalen Smith",10,20,1,0.368,3.6,4.8,0.75,1.7,2.4,3.2,7.3,10.5,0.8,0.7,2.4,6.9,12.9,3.6,4.6,6.1,2.2,3,4.1,9.4,13.5,1,0.9,3,19.8,0.626,0.59,165.6,11.5,25.5,18.6,6.1,12.2,1.3,8.3,22.8,-3.9,1.5,123.9,87.9,36.1,489.2,29.7,-0.1,-0.066,-8.8,-0.1,-9.3,-0.2
"493","James Wiseman",2,19,0,0,6.3,9,0.704,1,1.7,4.3,6.3,10.7,0.3,0.3,3,11.6,15.1,0.6,11,15.7,1.7,2.9,7.5,11,18.6,0.6,0.6,5.2,34.2,0.76,0.769,147.3,22.4,26.6,24.7,2.9,7.2,0.8,15.2,27.8,-3.1,2.3,154.8,76.5,78.3,62.1,50.4,0.6,0.037,-5.4,-0.7,-4.7,-0.5
"494","Jordan Nwora",45,22,2.5,0.402,3.4,4.1,0.812,2.1,2.2,1.7,6,7.7,1.3,0.7,0.3,7.4,16.7,7.4,4,5,2.5,2.7,2,7.3,9.3,1.6,0.9,0.3,21.7,0.568,0.528,165.4,6,19.8,13.2,8.4,11.7,1.3,0.9,27.7,-3.9,1.3,113.5,93.3,20.2,351.2,23.3,0.3,0.059,-2.4,0,-5.9,-0.1
"495","Josh Green",18,20,1,0.361,2.8,3.6,0.78,1.6,2.4,1.3,3.3,4.6,2.6,1.5,0.4,5.3,12.5,3.6,3.7,4.7,2.1,3.2,1.7,4.2,5.9,3.4,2,0.6,15.5,0.528,0.476,156.5,4.8,11.9,8.4,15.7,12.6,2.8,1.6,20.6,0.3,1.2,110.6,92,18.6,266.1,18.2,0.1,0.013,-5,-0.2,-4.3,-0.2
"496","Justinian Jessup",51,22,3.1,0.397,2.2,2.3,0.959,1.2,2.2,1,3.5,4.4,2.1,1.4,0.5,6,14,8.6,2.4,2.5,1.4,2.4,1.1,3.9,4.9,2.3,1.6,0.5,17.8,0.584,0.547,178.1,3.2,11.8,7.4,12,8.4,2.2,1.5,21.1,0.4,1.3,119.5,97.2,22.3,348.4,20.6,NA,NA,NA,NA,NA,NA
"497","Kira Lewis, Jr.",13,19,1.8,0.366,3.4,4.2,0.802,3.5,2.6,0.8,3.9,4.8,5.2,1.8,0.6,7.1,15.4,5.2,3.6,4.5,3.8,2.8,0.9,4.2,5.1,5.6,1.9,0.6,19.7,0.56,0.521,162.6,2.3,10.7,6.5,27.7,17.7,2.5,1.5,24.3,-0.2,1.3,110,102.2,7.8,390.1,20.2,0.8,0.067,-2.5,-0.1,-1.6,0.1
"498","Malachi Flynn",29,22,2.4,0.373,3.8,4.4,0.857,1.8,1.8,0.6,3.8,4.5,5.1,1.8,0.1,6.9,15.6,7.6,4.5,5.2,2.1,2.1,0.7,4.6,5.3,6,2.1,0.1,21,0.583,0.532,167.1,2.3,13.2,8,30.5,10.5,3.2,0.4,26.7,5,1.4,124.4,89.3,35.1,447,28.1,0.1,0.015,-3.7,-0.2,-8.5,-0.4
"499","Nick Richards",42,22,0,0,3.5,4.7,0.752,1.6,3.2,2.6,5.2,7.8,0.2,0.1,2.1,7.1,11,0,4.7,6.3,2.1,4.3,3.5,7,10.5,0.3,0.1,2.9,18.9,0.674,0.642,139.3,11.3,18.6,15.3,1.7,13.2,0.2,8,20.7,-4.9,1.7,127.9,94.6,33.3,369.1,25.9,0,0.041,-8,-0.1,6.2,0.1
"500","Nico Mannion",48,19,1.7,0.327,3.3,4.2,0.797,2.6,1.7,0.2,2.2,2.5,5.3,1.2,0,5.6,14.2,6.3,4.1,5.1,3.2,2.1,0.3,2.8,3.1,6.5,1.5,0,17.3,0.52,0.465,151.7,0.9,7.9,4.4,31.4,16,2.1,0,24.4,2.9,1.2,107.1,96.4,10.7,281.4,17.8,0.1,0.018,-3.9,-0.1,2.1,0.1
"501","Obi Toppin",8,22,1,0.39,3.2,4.5,0.702,2.2,1.6,1.2,6.4,7.5,2.2,1,1.2,10,15.8,3.3,4,5.8,2.8,2.1,1.5,8,9.6,2.7,1.2,1.6,25.3,0.684,0.674,172.5,5.2,22.1,14.6,14.5,13,1.8,4.1,28,-2.4,1.6,125.4,89.7,35.7,504.1,32.9,1,0.089,-2.2,0,-1.4,0.2
"502","Onyeka Okongwu",6,19,0,0.25,3.7,5.1,0.72,2,2.7,3.3,5.4,8.6,1.1,1.2,2.7,8.2,13.2,0.2,4.8,6.7,2.6,3.5,4.3,7,11.3,1.4,1.6,3.5,21.2,0.645,0.618,158.6,12.5,18.5,15.6,8.4,13.7,2.3,9.6,23.6,-4.2,1.6,123.1,89,34.2,438.4,31.2,1.1,0.142,-2.1,0,-3.4,0
"503","Patrick Williams",4,19,0.6,0.32,2.1,2.6,0.838,1.7,1.6,1.3,2.7,4,1,1,1,5.8,12.7,3.1,3.8,4.5,3.1,2.9,2.3,4.8,7.1,1.8,1.8,1.8,16.4,0.553,0.498,161.7,7,13.8,10.5,8.4,17.1,2.5,5.6,22.1,-4.7,1.3,107.2,92.2,15,196,19.7,1.6,0.052,-3.1,-0.4,-3.4,-0.3
"504","Paul Reed, Jr.",58,21,0.6,0.308,2,2.8,0.738,2.3,3,3.3,7.4,10.7,1.6,1.9,2.6,7.9,15.4,2.3,2.6,3.5,2.9,3.7,4.1,9.4,13.5,2,2.4,3.2,19.1,0.561,0.538,156.1,11.2,25.8,18.4,11,14.4,3.3,9.7,23.9,-3.6,1.2,109.9,87.6,22.3,466.5,27.6,0.2,0.07,-3.9,-0.1,-5.8,-0.1
"505","Payton Pritchard",26,22,2.8,0.415,3.7,4.5,0.821,2.7,2,0.7,3.6,4.3,5.5,1.5,0,7.6,16.3,7.5,4.1,4.9,3,2.2,0.7,4,4.7,6.1,1.7,0,22.4,0.601,0.563,170.4,2.3,11.6,7.1,31.5,13.9,2.5,0.1,28.2,2.8,1.4,122.9,100.3,22.6,445.8,27.7,1.5,0.079,-2.2,0,-0.5,0.7
"506","Precious Achiuwa",20,21,0.4,0.325,3.6,6,0.599,2.8,2.4,3,7.8,10.8,1,1.1,1.9,7.7,15.7,1.7,4.8,7.9,3.7,3.1,4,10.2,14.2,1.3,1.4,2.5,20.8,0.534,0.511,141.7,11.4,24.7,18.7,7.5,16,2,6.4,27.8,-6.8,1.3,101.2,81.6,19.6,414.4,23.9,1.3,0.099,-3.7,-0.3,-0.1,0.6
"507","Reggie Perry",57,20,0.7,0.324,4.8,6.3,0.768,2.9,3.1,3.1,6.9,10.1,2.3,0.8,1.2,7.6,15.2,2.9,6.2,8,3.7,4,4,8.9,12.9,2.9,1.1,1.5,22.3,0.587,0.531,159.2,12.4,25.1,19.1,16.1,16.4,1.6,4.1,28.6,-4.6,1.5,116.5,96.6,19.9,444,29,0.2,0.051,-5.7,-0.2,-6.9,-0.3
"508","Robert Woodard II",40,21,1,0.429,1.6,2.5,0.641,1.9,1.9,2.2,4.4,6.5,1.3,1.1,1,5.3,10.8,2.7,2,3,2.3,2.3,2.7,5.3,7.9,1.6,1.4,1.3,13.8,0.564,0.549,156.4,8.2,14.9,11.7,7.6,15.7,2,3.4,18.2,-3.2,1.3,111.5,100.3,11.1,305.8,18.5,0,0.034,-3.2,0,-2.5,0
"509","Saben Lee",38,21,1.2,0.322,4.8,6.4,0.752,3.1,1.8,0.6,3,3.5,4.2,1.5,0.3,7.6,15.8,4.6,5.9,7.8,3.8,2.2,0.7,3.6,4.3,5.1,1.9,0.3,22.6,0.58,0.53,155.8,2,11,6.3,32,16.2,2.7,0.9,29.5,-0.9,1.4,111.3,106.7,4.6,360,24.9,1.1,0.107,-1.2,0.1,-2.8,0
"510","Saddiq Bey",19,21,2.5,0.451,2.3,2.9,0.769,1.5,2.5,1.3,3.5,4.7,2.4,0.8,0.4,6.7,14,6.7,2.7,3.5,1.8,2.9,1.5,4.1,5.6,2.8,0.9,0.5,19,0.608,0.584,169.7,4.5,11.4,8,14.8,10.1,1.3,1.1,22.8,0.3,1.4,121.1,99.9,21.1,335.4,22,2.3,0.086,-0.9,0.4,-4.7,-0.7
"511","Sam Merrill",60,24,2.8,0.41,4.7,5.2,0.893,1.6,2.3,0.2,3.9,4.1,3.9,0.9,0.1,7,15.1,7.8,5.4,6,1.8,2.6,0.3,4.5,4.7,4.5,1,0.1,22.5,0.625,0.566,176.4,0.8,12,6.7,24.2,9,1.5,0.3,25.3,3.1,1.5,129.2,96.9,32.3,419,26,0.5,0.123,-0.3,0.1,-2.4,0
"512","Skylar Mays",50,23,1.6,0.394,4.2,4.9,0.854,2.3,1.7,0.5,4.5,5,3.2,1.8,0.2,6.3,12.9,4.8,4.8,5.7,2.6,1.9,0.6,5.3,5.8,3.7,2.1,0.3,19.4,0.622,0.564,173.9,1.6,13.8,8.1,17,14.4,2.9,0.7,21.9,-0.3,1.5,123.7,101.4,22.3,389.1,24.1,0.5,0.11,-0.3,0.1,2,0.3
"513","Tre Jones",41,20,1.3,0.361,3.7,4.8,0.771,2.7,1.8,0.7,3.6,4.2,6.4,1.8,0.3,6.3,14.9,4.2,4.2,5.4,3,2,0.7,4,4.8,7.2,2,0.4,18.3,0.524,0.474,155.6,2.1,10.8,6.5,31.6,14.8,2.8,0.9,23.9,4.2,1.2,113,94.1,18.8,371.8,21.5,0,-0.001,-5.7,-0.1,-22.8,-0.4
"514","Tyler Bey",36,22,0.4,0.419,4.4,5.9,0.743,2.4,1.9,2,7,9,1.5,1.5,1.2,6.2,11.7,1.4,6.1,8.1,3.3,2.6,2.8,9.7,12.5,2,2.1,1.6,19.1,0.611,0.555,169.3,8.3,27.8,18.2,11.5,17.6,3.1,4.2,24.4,-5,1.6,114,84.9,29.1,413.4,27.2,0,0.031,-7.2,-0.1,-16,-0.1
"515","Tyrell Terry",31,20,2,0.408,3.2,3.5,0.891,2.6,2.1,0.4,4.1,4.5,3.2,1.4,0.1,5.8,13.2,6,3.9,4.4,3.3,2.5,0.4,5.1,5.5,3.9,1.7,0.1,18,0.589,0.535,174,1.4,14.5,8.4,20.3,17.5,2.5,0.2,24.5,-1.6,1.4,108,90.9,17.1,300,20,-0.1,-0.049,-5.5,-0.1,1.1,0.1
"516","Tyrese Haliburton",12,20,2.4,0.419,1.7,2,0.822,2.8,1.3,1.5,4.4,5.9,6.5,2.5,0.7,6.1,12.1,6.1,1.8,2.2,3,1.4,1.6,4.8,6.4,7,2.7,0.7,16.6,0.631,0.611,174.6,4.5,13.3,8.9,33.8,18.7,3.7,2,19.8,4.1,1.4,121.2,97.4,23.7,375.9,25.6,2.9,0.095,1,1.1,1.2,1.8
"517","Tyrese Maxey",21,20,1.1,0.292,3.2,3.9,0.833,2.2,2.4,0.4,3.9,4.3,3.2,0.9,0.4,5.6,13.1,4.2,3.7,4.5,2.5,2.8,0.4,4.5,5,3.7,1,0.4,16.2,0.531,0.474,155.3,1.4,12.1,7.3,18.7,14.1,1.5,1.3,22.7,-0.1,1.2,107.2,98.3,8.9,261.5,16.9,0.9,0.067,-3.5,-0.2,-5.3,-0.7
"518","Udoka Azubuike",27,21,0,0,2.1,4.7,0.441,2.5,2.4,3.5,7,10.5,0.9,0.5,2.6,8.4,11.3,0,3,6.8,3.5,3.5,5,10.1,15.1,1.4,0.7,3.7,19.8,0.685,0.748,118.9,15.3,27,21.5,7.1,19.6,1,10.9,22.9,-6.8,1.8,118.2,82.3,35.9,470.4,31.3,0.1,0.109,-4.3,0,-17.1,-0.4
"519","Vernon Carey, Jr.",32,19,0.3,0.381,4.7,7,0.67,2,2.7,2.7,6.1,8.8,1,0.7,1.6,10.3,17.9,1.1,7.6,11.3,3.3,4.4,4.3,9.8,14.1,1.6,1.1,2.5,28.7,0.615,0.588,162.7,12,26.2,19.2,8.2,12.3,1.6,5.8,31,-5.3,1.6,121.2,87.2,34,431.8,34.6,0,-0.057,-8.3,-0.1,16.1,0.1
"520","Xavier Tillman, Sr.",35,21,0.4,0.26,2.6,4,0.667,2,2.6,2.7,7.6,10.3,3,1.2,2.1,6.6,12.1,2,3.3,4.9,2.5,3.3,3.3,9.5,12.9,3.7,1.5,2.6,17.1,0.593,0.572,147.7,9.9,24,17.5,18.1,14.5,2.1,7,21,0.1,1.4,119.6,85.7,33.9,508.1,27,1.9,0.116,-1,0.2,-1,0.5
"521","Zeke Nnaji",22,19,0.2,0.294,4.8,6.2,0.76,2.2,2.4,3.1,5.5,8.6,0.8,0.7,0.9,7.3,12.8,0.7,6.2,8.2,2.9,3.1,4,7.2,11.3,1.1,0.9,1.1,21.1,0.63,0.578,162.4,11.5,20.4,16,5.8,14.6,1.3,3.3,24.1,-5.3,1.6,120.5,91.3,29.2,406.2,26.1,0.8,0.106,-2.2,0,-7.1,-0.5
